,순서,상품명,별점,도수,설명,맛과향,이미지
209,210,CATHEAD VODKA,4.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/7deec340-a8e1-0137-0980-3ea5f4423e0d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
210,211,COLD RIVER POTATO VODKA,2.88,,none,none,"https://ip-distiller.imgix.net/images/spirits/1066d060-96e6-0137-49d9-2ac9e79c5201/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
211,212,UV VODKA,2.0,40.0,"UV Vodka is produced by Phillips Distilling in Minneapolis, Minnesota. It is made using yellow corn, is distilled four times, and is bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/3503de40-8ef1-0137-c7da-06653cbdf077/uvvodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
212,213,1220 ENCRYPTED VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/bd950d70-8b3b-0137-1bb3-6e0e72418b9b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
213,214,KANON ORGANIC VODKA,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/0567cdf0-835b-0137-ab21-4223e113a228/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
214,215,MASTERMIND AMERICAN VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/46de0ce0-816c-0137-44cd-0a7687cab89d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
215,216,BELUGA ALLURE,3.88,,none,none,"https://ip-distiller.imgix.net/images/spirits/3fd3a0f0-5a62-0137-5c90-5209feb892d3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
216,217,FUZZY'S ULTRA PREMIUM VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/c45e1fb0-3aca-0137-bf85-4e9c27edf4e0/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
217,218,JONATHAN DRAKE VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a0bcb440-1156-0137-9bfa-466a10dec474/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
218,219,AZIMUT,3.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/e3fdf9c0-0b9b-0137-d653-2ae083b55dd9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
219,220,45TH PARALLEL VODKA,3.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/d43fa9f0-0ad6-0137-b013-7e0066baf8a1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
220,221,10TH MOUNTAIN VODKA,4.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/bf88d440-065d-0137-1a20-2a8f3d5f9d65/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
221,222,SKAALVENN VODKA,3.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/59462420-0173-0137-ff1f-666d9daa7cf3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
222,223,TINY CAT,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/ae390770-00ac-0137-43a8-7655bfe1a97f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
223,224,KAMOURASKA,3.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/19081ad0-eba6-0136-fcd5-2a1bdd8fac47/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
224,225,VIKINGFJORD,4.25,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/3fb29ec0-dd42-0136-4a90-3a158c1d3157/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
225,226,HOUNDS BLACK VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/ee01e9c0-d872-0136-069d-06d7d7d83d0c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
226,227,CHISTYE ROSY ORGANIC VODKA,3.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/8423c7f0-cd83-0136-4c7c-168adb7d08a5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
227,228,VDKA 6100,3.25,40.0,"Made on New Zealand’s North Island, VDKA 6100 is distilled from regionally sourced whey, which is fermented with a strain of yeast imported from Ireland. It is then blended with local spring water and bottled at 40% ABV. Its name refers to the distance in miles between New Zealand and the United States, where the brand got its start.","{""grain"":0,""earthy"":0,""spicy"":25,""herbal"":0,""oily"":60,""chemical"":0,""rich"":85,""sweet"":90,""mineral"":10,""neutral"":93,""harsh"":0,""bitter"":0,""fruity"":20,""floral"":20}","https://ip-distiller.imgix.net/images/spirits/e9b368c0-b932-0136-fdff-6acae6ea3eee/vdka_6100_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
228,229,DINGLE VODKA,4.5,40.0,"Dingle Vodka is produced in the small town Irish for which it is named. It is made by taking grain alcohol and redistilling it in a copper pot still in 500-liter batches. As of late 2018, this vodka is available in the US.",none,"https://ip-distiller.imgix.net/images/spirits/cba38c20-b877-0136-6e7e-6aa22c615b90/dingle_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
229,230,CARDRONA 'THE REID' SINGLE MALT VODKA,4.0,44.0,none,none,"https://ip-distiller.imgix.net/images/spirits/6d3ca390-3876-0136-24c4-3298e5e98eec/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
230,231,ARBIKIE TATTIE BOGLE POTATO VODKA,4.0,43.0,"This farm-to-bottle vodka is distilled from a trio of vodkas grown on their estate: Maris Piper, King Edward, and Cultra. All steps of production are done onsite in Angus, Scotland from harvesting to labeling the bottles. Bottled at 43% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/0a3c7170-da02-0135-1f0c-1625e3d204b8/arbikie_tattie_bogle_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
231,232,VAN GOGH VODKA,1.63,40.0,"Van Gogh Vodka is made by third generation master distiller Tim Vos. It is composed of a blend of wheat from Holland, Germany, and France. The brand has grown quite a bit since its start in 2001.","{""grain"":10,""earthy"":0,""spicy"":0,""herbal"":0,""oily"":20,""chemical"":10,""rich"":15,""sweet"":0,""mineral"":40,""neutral"":70,""harsh"":15,""bitter"":10,""fruity"":0,""floral"":10}","https://ip-distiller.imgix.net/images/spirits/c65d3570-b516-0135-1db5-6ad916b4a411/van_gogh_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
232,233,AMERICAN HARVEST VODKA SPECIALTY,2.5,40.0,"This product was originally created by the Sidney Frank Importing Company, the creator of Grey Goose Vodka. It has recently (2017) been acquired by the Beach Whiskey Company. This isn’t entirely vodka, it also contains agave nectar, hence the name “Vodka Specialty.” This is USDA certified organic and bottled at 40% ABV.","{""grain"":10,""earthy"":35,""spicy"":0,""herbal"":0,""oily"":20,""chemical"":10,""rich"":35,""sweet"":10,""mineral"":55,""neutral"":35,""harsh"":35,""bitter"":10,""fruity"":10,""floral"":15}","https://ip-distiller.imgix.net/images/spirits/c482a170-b515-0135-48d9-3ea422864da7/american_harvest_specialty_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
233,234,VAN HOO VODKA,3.5,40.0,Van Hoo is made entirely from grains and distilled 5 times using column and alembic stills. The distillate is then subjected to a “special charcoal filtering” before being bottled at 40% ABV.,"{""grain"":15,""earthy"":0,""spicy"":0,""herbal"":0,""oily"":35,""chemical"":0,""rich"":10,""sweet"":0,""mineral"":30,""neutral"":70,""harsh"":0,""bitter"":10,""fruity"":10,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/45deda10-b515-0135-1db4-6ad916b4a411/van_hoo_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
234,235,SLOOP BETTY VODKA,4.0,40.0,"Produced and bottled by Blackwater Spirits located on Kent Island, Md. in the Chesapeake Bay. They source two neutral spirits, one made from organic wheat and one from organic sugarcane. They blend the two spirits (80% wheat, 20% sugarcane) then filter and dilute to make their spirit 80 proof. Named for the sloop named Betty, a merchant vessel filled with Madeira wine captured by Blackbeard in early 18th century off of Cape Charles.",none,"https://ip-distiller.imgix.net/images/spirits/8eb69a80-a4bb-0135-5b25-5e1a65d0d9e4/sloop_betty_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
235,236,LEOPOLD'S SILVER TREE VODKA,4.5,40.0,"Denver-based Leopold Bros. handle each step of making their vodka from mashing and fermenting to bottling and labeling. Their vodka, uniquely, is made from potatoes, malted barley, and summer wheat. It is lightly-filtered and bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/edd10ab0-9f14-0135-7c15-12b9e776c81c/leopolds_silver_tree_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
236,237,CRATER LAKE RESERVE VODKA,5.0,40.0,"Like many things in the food and beverage world, Crater Lake’s Reserve Vodka was created by accident. Upon making batch 333 of their standard vodka (which is filtered 10 times through charcoal and crushed lava rock) it was mistakenly left to filter over 100 times. The resulting vodka surprised and impressed the Crater Lake team. Today they create limited releases of their Reserve Vodka to celebrate the happy accident. Made from grain.","{""grain"":0,""earthy"":20,""spicy"":0,""herbal"":0,""oily"":50,""chemical"":10,""rich"":55,""sweet"":0,""mineral"":35,""neutral"":65,""harsh"":0,""bitter"":10,""fruity"":0,""floral"":15}","https://ip-distiller.imgix.net/images/spirits/cbe6e0a0-9b64-0135-b5f6-2e05cf202ac5/crater_lake_reserve_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
237,238,SPRING44 VODKA,4.5,40.0,"Spring 44 seeks to harness the purity of their water source in their Colorado born spirits. The spring is located in Buckhorn Canyon at 2,000 feet elevation and surrounded by 160,000 acres of National forest. Made from a blend of wheat, corn and rye.","{""grain"":75,""earthy"":60,""spicy"":75,""herbal"":15,""oily"":10,""chemical"":0,""rich"":65,""sweet"":30,""mineral"":70,""neutral"":75,""harsh"":0,""bitter"":0,""fruity"":45,""floral"":15}","https://ip-distiller.imgix.net/images/spirits/2c5cc3b0-8dda-0135-243c-2a89f69bb839/spring44_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
238,239,DISTRICT MADE VODKA,4.13,40.0,"One Eight Distilling is based in Washington D.C. They source from three different locations for the grain to make their vodka. Rye sourced from Virginia, malted rye from North Carolina, and corn from Maryland. They use “Russian filtering technology” to achieve a smoother consistency. In spring 2018, their core line of products received a makeover and updated brand name to District Made.","{""grain"":0,""earthy"":0,""spicy"":0,""herbal"":0,""oily"":55,""chemical"":0,""rich"":45,""sweet"":25,""mineral"":0,""neutral"":40,""harsh"":0,""bitter"":0,""fruity"":35,""floral"":20}","https://ip-distiller.imgix.net/images/spirits/42ebc860-83c3-0135-c725-563b74da95d6/district_made_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
239,240,JEWEL OF RUSSIA ULTRA,5.0,40.0,Distilled from winter wheat and rye. The water sourced for its production comes from wells over 300 feet deep. Charcoal filtered. Each bottle of this vodka from Jewel of Russia is individually hand-painted and signed by the artist. The design changes regularly making this a collectible item. Limited availability.,none,"https://ip-distiller.imgix.net/images/spirits/9422e760-82f9-0135-b0c8-6654d75178dd/jewel_of_russia_ultra_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
240,241,SIMPLE VODKA,4.0,40.0,"This is a gluten-free vodka from Eastern Idaho, made from locally sourced Russet potatoes. While Simple Vodka is friend to local farmers and the environment, their real mission is to fight hunger in America. Through partnerships with local and national hunger relief programs Simple Vodka is able to donate 20 meals for every bottle purchased. Since launching in May 2017, they have donated 29,000 meals and aim to donate 30 million meals annually by 2020.","{""grain"":0,""earthy"":0,""spicy"":0,""herbal"":0,""oily"":40,""chemical"":15,""rich"":20,""sweet"":10,""mineral"":25,""neutral"":90,""harsh"":10,""bitter"":10,""fruity"":10,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/e6964d30-82e1-0135-b0bf-6654d75178dd/simple_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
241,242,GORDON'S VODKA,4.0,40.0,"This Diageo owned product is made from grain neutral spirit. Bottled at 40% ABV in a variety of bottle sizes, often in plastic.",none,"https://ip-distiller.imgix.net/images/spirits/5aa3b830-7c95-0135-9019-3e0ce8badc98/gordons_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
242,243,ORYZA VODKA,3.5,40.0,"Hailing from creole country in Louisiana, the Donner-Peltier opened with the mission to create the world’s most premium vodka. Oryza Vodka is distilled 17 times and the use of purified water and hi-tech filtration aim to make a hyper smooth and luxurious product. A key separator from the pack is the southern accent of using local, long-grain rice. Update: Donner-Peltier Distillers, the Thibodaux-based distillery, announced that it will cease operations after Monday, August 27, 2018","{""grain"":25,""earthy"":35,""spicy"":5,""herbal"":5,""oily"":60,""chemical"":0,""rich"":80,""sweet"":80,""mineral"":15,""neutral"":85,""harsh"":10,""bitter"":5,""fruity"":5,""floral"":65}","https://ip-distiller.imgix.net/images/spirits/0fff0360-73b9-0135-77d7-4633a5a6abd7/oryza_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
243,244,AYLESBURY DUCK VODKA,3.5,40.0,"This vodka is made from winter wheat sourced from farmers near the Western Rockies of Canada where it is distilled. It is continuously-distilled in three separate copper-plated column-stills. Though it is distilled in Canada, the vodka is brought down to proof in Northern California using water from Mendocino County. It is not carbon-filtered to ensure a flavorful vodka.",none,"https://ip-distiller.imgix.net/images/spirits/e4dbe150-6832-0135-a999-2a7e59f1f483/aylesbury_duck_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
244,245,KARLSSON’S GOLD VODKA,4.5,40.0,"This vodka is made from a variety of ""virgin new potatoes"" from Cape Bjäre, Sweden--potatoes picked early in the season when the skin has just started to form. These varieties include solist, gammel svensk röd, princess, sankta thora, hamlet, marine and celine. Each varietal is distilled once through a copper-lined continuous still. The separate distillates are then blended together without charcoal-filtering.","{""grain"":0,""earthy"":30,""spicy"":0,""herbal"":0,""oily"":70,""chemical"":40,""rich"":45,""sweet"":0,""mineral"":75,""neutral"":50,""harsh"":10,""bitter"":10,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/aac1b600-680b-0135-a98b-2a7e59f1f483/karlssons_gold_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
245,246,HEART OF HOLD VODKA,3.5,45.0,none,none,"https://ip-distiller.imgix.net/images/spirits/1c5b71f0-6605-013a-39b4-32bb2f17a82e/a1ed497347dcdb9fa61a29965bd6d282_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
246,247,WILD LEAP,4.0,,none,none,"https://ip-distiller.imgix.net/images/spirits/ab549460-6290-013a-6aa5-6afb95a1b436/2fc74560bf899b379de328a55d730780_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
247,248,NORTHERN KEEP VODKA,3.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/5b7baeb0-57f6-013a-f323-4a05d191c9f3/9eb2fb27d2009e49ab84aa76fd91e2ec_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
248,249,KOSKENKORVA VIINA,3.0,30.0,none,none,"https://ip-distiller.imgix.net/images/spirits/ebf5b540-52cc-013a-5d3f-6a0ec6afd13c/4e439a8c84c0dc149f7b6ddac0d1507c_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
249,250,DOG STAR,4.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/caa3baa0-4edc-013a-14a1-725cd68d3dad/ff20662de9c94c0743acba2a3a64bf0b_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
250,251,SWEET GRASS,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/f9f7d370-3b9a-013a-a237-72edabc1d679/888a509c48f3e57d2149392aca85a5ba_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
251,252,RHODIUM,4.0,,none,none,"https://ip-distiller.imgix.net/images/spirits/9cf6d8a0-2b16-013a-6697-2a30b69086df/8b3e2ad9ec1d17f0db8df59376ab54c9_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
252,253,ZIELONA NATURA ZBOŻOWA NATURALNA,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/eda0f6a0-2703-013a-df17-322c1a69b03d/903bea6a34e49b4ad876bd40e5e8e3e7_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
253,254,BALLER VODKA,5.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/aab618e0-1a3d-013a-67a7-4637613bb8aa/8cb1ab2f115fdfde184111fbbb4a25fd_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
254,255,GASTOWN SHINE VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/580e3f60-0b5e-013a-cbcf-2a039757c88a/54b4cecb1a9aea5948698749e53142bb_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
255,256,PYCCKNN CTAHOAPT RUSSIAN STANDARD,4.0,,none,none,"https://ip-distiller.imgix.net/images/spirits/025f6f50-f3a0-0139-176c-4ad8ea912c0e/986737cf8f0508d401ac3c2d09dd3337_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
256,257,CANDELLA Y TOWN VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/bef97c70-aaa4-0139-76e9-32f49dae9cd1/91fe58c87bbcd7706c77514e42fdb891_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
257,258,DECADENT VODKA,3.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a814cbd0-a090-0139-de7c-1e3c9008e169/af7a5de693ad9aa1278c2862407a6d98_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
258,259,MISHKA,5.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/f1388280-9b3c-0139-cedb-2ef3c189d5de/681350fd8a96543b548053792182f770_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
259,260,RYE HARBOR VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/611222f0-94d3-0139-3420-4e5ada5b370d/7686a415c38dc95ba5d7250e0e226bd9_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
260,261,DIRTY DEVIL VODKA,4.5,42.0,"Dirty Devil Vodka was created and launched in Quebec, Canada in 2019. It is made from non-GMO corn and hyper-oxygenated water, a process which introduces 5 times the amount of oxygen into the water. The base spirit is blended with this water and it is allowed to rest for six weeks before bottling at 84 proof. Available in the US as of April 2021.",none,"https://ip-distiller.imgix.net/images/spirits/06ad6a10-8063-0139-d9f5-1ec23fc454f8/dirtydevilvodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
